日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20241031,5950,日本パワーファスニング,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,5951,ダイニチ工業,スタンダード（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20241031,5952,アマテイ,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,5955,ワイズホールディングス,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,5956,トーソー,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,5957,日東精工,プライム（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20241031,5958,三洋工業,スタンダード（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20241031,5959,岡部,プライム（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20241031,5962,浅香工業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20241031,5965,フジマック,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,5966,京都機械工具,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,5967,ＴＯＮＥ,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,5969,ロブテックス,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,5970,ジーテクト,プライム（内国株式）,3550,金属製品,3,建設・資材,6,TOPIX Small 1
20241031,5971,共和工業所,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,5973,トーアミ,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,5974,中国工業,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,5975,東プレ,プライム（内国株式）,3550,金属製品,3,建設・資材,6,TOPIX Small 1
20241031,5976,高周波熱錬,プライム（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20241031,5981,東京製綱,プライム（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20241031,5982,マルゼン,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,5983,イワブチ,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,5984,兼房,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,5985,サンコール,スタンダード（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20241031,5986,モリテック　スチール,スタンダード（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20241031,5987,オーネックス,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,5988,パイオラックス,プライム（内国株式）,3550,金属製品,3,建設・資材,6,TOPIX Small 1
20241031,5989,エイチワン,プライム（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20241031,5990,スーパーツール,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,5991,日本発條,プライム（内国株式）,3550,金属製品,3,建設・資材,4,TOPIX Mid400
20241031,5992,中央発條,スタンダード（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20241031,5994,ファインシンター,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,5997,協立エアテック,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,5998,アドバネクス,スタンダード（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20241031,6005,三浦工業,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20241031,6013,タクマ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6016,ジャパンエンジンコーポレーション,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機,-,-
20241031,6018,阪神内燃機工業,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機,-,-
20241031,6022,赤阪鐵工所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6023,ダイハツディーゼル,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機,-,-
20241031,6026,ＧＭＯ　ＴＥＣＨ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6027,弁護士ドットコム,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6028,テクノプロ・ホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400
20241031,6029,アトラグループ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6030,アドベンチャー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6031,ＺＥＴＡ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6033,エクストリーム,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6034,ＭＲＴ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6035,アイ・アールジャパンホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6036,ＫｅｅＰｅｒ技研,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20241031,6037,楽待,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6038,イード,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6039,日本動物高度医療センター,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6040,日本スキー場開発,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6042,ニッキ,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機,-,-
20241031,6044,三機サービス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6045,レントラックス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6046,リンクバル,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6047,Ｇｕｎｏｓｙ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6048,デザインワン・ジャパン,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6049,イトクロ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6050,イー・ガーディアン,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6054,リブセンス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6055,ジャパンマテリアル,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20241031,6058,ベクトル,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6059,ウチヤマホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6060,こころネット,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6061,ユニバーサル園芸社,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6062,チャーム・ケア・コーポレーション,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6063,日本エマージェンシーアシスタンス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6069,トレンダーズ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6070,キャリアリンク,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6071,ＩＢＪ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6072,地盤ネットホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6073,アサンテ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6074,ジェイエスエス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6078,バリューＨＲ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6080,Ｍ＆Ａキャピタルパートナーズ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20241031,6081,アライドアーキテクツ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6082,ライドオンエクスプレスホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6083,ＥＲＩホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6085,アーキテクツ・スタジオ・ジャパン,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6086,シンメンテホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6087,アビスト,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6088,シグマクシス・ホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20241031,6089,ウィルグループ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6090,ヒューマン・メタボローム・テクノロジーズ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6091,ウエスコホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6092,エンバイオ・ホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6093,エスクロー・エージェント・ジャパン,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6094,フリークアウト・ホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6095,メドピア,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6096,レアジョブ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6098,リクルートホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,1,TOPIX Core30
20241031,6099,エラン,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6101,ツガミ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6103,オークマ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6104,芝浦機械,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6113,アマダ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20241031,6118,アイダエンジニアリング,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6125,岡本工作機械製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6131,浜井産業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6134,ＦＵＪＩ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20241031,6135,牧野フライス製作所,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6136,オーエスジー,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20241031,6137,小池酸素工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6138,ダイジェット工業,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6140,旭ダイヤモンド工業,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6141,ＤＭＧ森精機,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20241031,6143,ソディック,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6144,西部電機,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6145,ＮＩＴＴＯＫＵ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6146,ディスコ,プライム（内国株式）,3600,機械,8,機械,2,TOPIX Large70
20241031,6147,ヤマザキ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6149,小田原エンジニアリング,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6150,タケダ機械,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6151,日東工器,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6155,高松機械工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6156,エーワン精密,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6157,日進工具,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6158,和井田製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6159,ミクロン精密,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6161,エスティック,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6164,太陽工機,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6165,パンチ工業,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6166,中村超硬,グロース（内国株式）,3600,機械,8,機械,-,-
20241031,6167,冨士ダイス,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6168,ＯＮＥ　ＧＲＯＵＰ,PRO Market,3600,機械,8,機械,-,-
20241031,6171,土木管理総合試験所,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6173,アクアライン,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6174,デンタス,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6176,ブランジスタ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6177,ＡｐｐＢａｎｋ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6178,日本郵政,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,2,TOPIX Large70
20241031,6180,ＧＭＯメディア,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6181,タメニー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6182,メタリアル,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6183,ベルシステム２４ホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20241031,6184,鎌倉新書,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6185,ＳＭＮ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6186,一蔵,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6189,グローバルキッズＣＯＭＰＡＮＹ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6190,フェニックスバイオ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6191,エアトリ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6193,バーチャレクス・ホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6194,アトラエ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6195,ホープ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6196,ストライク,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20241031,6197,ソラスト,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20241031,6198,キャリア,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6199,セラク,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6200,インソース,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20241031,6201,豊田自動織機,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機,4,TOPIX Mid400
20241031,6203,豊和工業,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6208,石川製作所,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6209,リケンＮＰＲ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6210,東洋機械金属,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6217,津田駒工業,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6218,エンシュウ,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6222,島精機製作所,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6223,西部技研,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6224,ＪＲＣ,グロース（内国株式）,3600,機械,8,機械,-,-
20241031,6226,守谷輸送機工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6227,ＡＩメカテック,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6228,ジェイ・イー・ティ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6229,オーケーエム,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6230,ＳＡＮＥＩ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6231,木村工機,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6232,ＡＣＳＬ,グロース（内国株式）,3600,機械,8,機械,-,-
20241031,6233,ＫＬＡＳＳ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6235,オプトラン,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6237,イワキポンプ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6238,フリュー,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6239,ナガオカ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6240,ヤマシンフィルタ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6245,ヒラノテクシード,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6246,テクノスマート,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6247,日阪製作所,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6248,横田製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6249,ゲームカード・ジョイコホールディングス,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6250,やまびこ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6254,野村マイクロ・サイエンス,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6255,エヌ・ピー・シー,グロース（内国株式）,3600,機械,8,機械,-,-
20241031,6257,藤商事,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6258,平田機工,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6262,ＰＥＧＡＳＵＳ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6264,マルマエ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6265,コンバム,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6266,タツモ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6267,ゼネラルパッカー,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6268,ナブテスコ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20241031,6269,三井海洋開発,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6272,レオン自動機,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6273,ＳＭＣ,プライム（内国株式）,3600,機械,8,機械,2,TOPIX Large70
20241031,6276,シリウスビジョン,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20241031,6277,ホソカワミクロン,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6278,ユニオンツール,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6279,瑞光,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6282,オイレス工業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6284,日精エー・エス・ビー機械,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6286,靜甲,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6287,サトーホールディングス,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6289,技研製作所,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6291,日本エアーテック,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6292,カワタ,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6293,日精樹脂工業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6294,オカダアイヨン,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6297,鉱研工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6298,ワイエイシイホールディングス,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6301,小松製作所,プライム（内国株式）,3600,機械,8,機械,2,TOPIX Large70
20241031,6302,住友重機械工業,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20241031,6305,日立建機,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20241031,6306,日工,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6307,サンセイ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6309,巴工業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6310,井関農機,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6312,フロイント産業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6315,ＴＯＷＡ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6316,丸山製作所,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6317,北川鉄工所,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6319,シンニッタン,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄,7,TOPIX Small 2
20241031,6322,タクミナ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6323,ローツェ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20241031,6324,ハーモニック・ドライブ・システムズ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6325,タカキタ,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6326,クボタ,プライム（内国株式）,3600,機械,8,機械,2,TOPIX Large70
20241031,6327,北川精機,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6328,荏原実業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6330,東洋エンジニアリング,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,6331,三菱化工機,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6332,月島ホールディングス,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6333,帝国電機製作所,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6334,明治機械,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6335,東京機械製作所,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6336,石井表記,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6337,テセック,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6338,タカトリ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6339,新東工業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6340,澁谷工業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6342,太平製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6343,フリージア・マクロス,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6345,アイチ　コーポレーション,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6346,キクカワエンタープライズ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6347,プラコー,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6349,小森コーポレーション,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6351,鶴見製作所,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6356,日本ギア工業,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6357,三精テクノロジーズ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6358,酒井重工業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6360,東京自働機械製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6361,荏原製作所,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20241031,6362,石井鐵工所,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6363,酉島製作所,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6364,北越工業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6365,電業社機械製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6366,千代田化工建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,6367,ダイキン工業,プライム（内国株式）,3600,機械,8,機械,1,TOPIX Core30
20241031,6368,オルガノ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6369,トーヨーカネツ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6370,栗田工業,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20241031,6371,椿本チエイン,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6373,大同工業,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6376,日機装,プライム（内国株式）,3750,精密機器,9,電機・精密,6,TOPIX Small 1
20241031,6378,木村化工機,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6379,レイズネクスト,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,6380,オリエンタルチエン工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6381,アネスト岩田,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6382,トリニティ工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6383,ダイフク,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20241031,6384,昭和真空,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6387,サムコ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6390,加藤製作所,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6391,加地テック,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6392,ヤマダコーポレーション,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6393,油研工業,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6395,タダノ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20241031,6396,宇野澤組鐵工所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6400,不二精機,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6402,兼松エンジニアリング,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6403,水道機工,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6405,鈴茂器工,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6406,フジテック,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
